5	6.2315	0.0025	0.05	0.005	1.0298	2	1	2.6666	1.345	0.6	16.871	7	30	2.4
5	8	0.0005	0.047149	0.00991	1.0288	0.49789	0.96007	1.6592	2.0658	0.64274	16.095	4.9252	29.474	-0.39212
5	8	0.001	0.047149	0.00991	1.0288	0.49789	0.96007	1.6592	2.0658	0.64274	16.095	4.9252	29.474	-0.39212
5	6.2315	0.0025	0.1	0.01	1.0298	2	1	2.6666	1.345	0.6	16.871	7	30	2.4
5	8	0.0005	0.094299	0.01982	1.0288	0.49789	0.96007	1.6592	2.0658	0.64274	16.095	4.9252	29.474	-0.39212
5	4.2471	0.0067216	0.033334	0.013102	0.625	1.2188	2.3438	1.15	2.5288	6.3706	25.75	15.125	34	0.7426
5	2.8334	0.014	0.022832	0.0091675	1.1262	2.1698	1.3965	2.133	2.667	0.60018	11.999	6.6674	39.996	2.6662
5	5.2213	0.003737	0.068415	0.005	1.1262	2	1.3863	0.4	0.66542	0.3	6	5	15	1
5	7.0006	0.008438	0.14991	0.009997	1.0003	2.1904	0.99973	1.5994	1.3711	1.2004	12.002	7.061	30.004	0.7787
5	2.8334	0.014	0.022832	0.0091675	1.1262	2.1698	1.3965	1.0665	1.3335	0.30009	5.9995	3.3337	19.998	1.3331
5	3.7611	0.0037509	0.07161	0.010002	1.0001	0.99986	0.49992	0.79986	1.0002	0.3001	7.9995	3.3331	14.007	0.53753
5	5.1982	0.01	0.14106	0.01	2	1.1145	1	0.8	1	0.16173	6	4.534	15	1
5	3.8924	0.009474	0.15853	0.011513	1.1128	1.5215	1.9988	1.123	1.82	0.22748	9.154	5.0032	29.986	2.8462
5	7.1111	0.0005	0.2	0.032475	1	1.1619	1.4935	0.8	0.37268	0.32521	6	2.5	10.353	0.6
5	5.4061	0.001	0.2267	0.026667	0.5735	1	2	0.8	1.8149	0.66666	12	3.0684	30	2
5	2.8333	0.005	0.2	0.02	1.0961	2	1	0.8	3	0.23828	12	5	30	0.96656
5	5.3158	0.003528	0.275	0.03	1.1191	1.0225	2	0.8	1	0.3	6	5	15	1
5	4.4028	0.0024046	0.27211	0.01125	1.496	1.0358	2.6982	0.21356	1.4417	0.27778	4.4827	5.0833	22	0.75
5	3	0.01	0.31667	0.019828	1	2	1	0.85258	2	0.6	9.682	5	30	2
5	7.3333	0.073333	0.2	0.02	0.95833	2	1.5	0.8	0.59029	0.37657	8	2.9056	15	1
5	2	0.025211	0.14016	0.009641	1.1899	1.042	2.413	0.48889	0.68952	0.3	3.0648	2.3205	16.667	0.64075
5	6.6003	0.032702	0.20654	0.023928	0.92332	0.84379	2.4673	0.93249	1.1675	0.50654	5.519	5.6528	13.793	0.688
5	5.3158	0.003528	0.55	0.06	1.1191	1.0225	2	1.6	2	0.6	12	10	30	2
5	3.8924	0.009474	0.31706	0.023026	1.1128	1.5215	1.9988	0.56149	0.91002	0.11374	4.577	2.5016	14.993	1.4231
5	6.1462	0.0052145	0.10762	0.0093825	1.9646	1.0221	1.0209	0.76743	0.93655	0.42067	5.9165	-0.28688	14.448	-0.7025
5	5	0.02	0.21838	0.012765	0.3499	0.86514	4	0.41742	0.8	0.3	6	2.5	10	1
5	6.1462	0.010429	0.21524	0.018765	1.9646	1.0221	1.0209	0.76743	0.93655	0.42067	5.9165	-0.28688	14.448	-0.7025
5	5	0.073333	0.36705	0.043638	1	1.1667	2.6667	0.8	1.3333	0.4	6	2.5	30	1
5	5.2604	0.0026379	0.28837	0.01	0.99149	1.006	1.2746	1.5876	2.0124	0.72858	22.712	4.9758	-269.32	-5.5746
5	2.1429	0.013708	0.36208	0.045714	2.0534	0.25	1.9026	-0.39122	1.8571	0.85714	3	4	11.594	0.14286
