000000000010000000001000000011000000	000000000000000000010000000000110000	10000	-2.22045e-16	0	0	nan	nan	nan	nan	10000	10000	10000	10000	10000	10000	10000	nan	nan	10000	10000	10000	10000	10000	10000	-1.2	0	nan	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
000000000010000000001000000011000000	000000000001000000010000000000110000	-10000	-10000	-10000	-10000	nan	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	0	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	-10000	-10000	-10000	-10000	-10000	0	-0.8	-10000	-10000	-10000
000000000010100000001000000011000000	000000000001000000010000000000110000	10000	10000	10000	10000	nan	nan	nan	nan	10000	10000	10000	10000	10000	10000	10000	nan	nan	10000	10000	10000	10000	10000	10000	nan	nan	nan	10000	10000	10000	10000	10000	-10000	10000	10000	10000	10000
000000000010100000001000000011000000	000010000001000000010000000000110000	-10000	-10000	-10000	-10000	nan	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	nan	-10000	-10000	-10000	-10000
000000000010100000001010000011000000	000010000001000000010000000000110000	0	0	0	-10000	nan	nan	nan	nan	0	0	0	-2.22045e-16	-1.2	nan	-10000	nan	nan	0	0	0	-3.33067e-16	-1.2	-0.8	nan	nan	nan	0	0	0	0	-1.2	nan	-10000	-1.2	0	0
000000000010100000001010000011000000	000010000001000000010000000000110100	-10000	-10000	nan	0	nan	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	nan	-10000	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	nan	-10000	-10000	-10000	-10000
000000000010100000001010000011001000	000010000001000000010000000000110100	10000	10000	nan	nan	nan	nan	nan	nan	10000	10000	10000	10000	10000	nan	10000	nan	nan	10000	10000	10000	10000	10000	10000	nan	nan	nan	10000	10000	10000	10000	10000	nan	10000	0	10000	10000
000000000010100000001010000011001000	001010000001000000010000000000110100	-10000	-10000	nan	nan	nan	nan	nan	nan	-10000	-10000	-10000	0	0	nan	-3.33067e-16	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	nan	-10000	-10000	-10000	-10000	0	nan	0	nan	-10000	-10000
000000000010100000001011000011001000	001010000001000000010000000000110100	10000	10000	nan	nan	nan	nan	nan	nan	10000	10000	10000	10000	nan	nan	0	nan	nan	10000	10000	10000	10000	10000	10000	nan	nan	nan	10000	10000	10000	10000	10000	nan	10000	nan	10000	10000
000000000010100000001011000011001000	001010000001000000010100000000110100	-10000	-10000	nan	nan	nan	nan	nan	nan	-10000	-10000	-10000	-10000	nan	nan	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	nan	-10000	nan	0	-10000
010000000010100000001011000011001000	001010000001000000010100000000110100	0	0	nan	nan	nan	nan	nan	nan	0	0	0	0	nan	nan	nan	nan	nan	0	0	0	0	0	0	nan	nan	nan	0	0	0	0	0	nan	-10000	nan	nan	0
010000000010100000001011000011001000	001011000001000000010100000000110100	-10000	-10000	nan	nan	nan	nan	nan	nan	-10000	-10000	-10000	-10000	nan	nan	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	nan	-10000	-10000	-10000	-10000	nan	nan	0	nan	nan	-10000
010100000010100000001011000011001000	001011000001000000010100000000110100	0	0	nan	nan	nan	nan	nan	nan	0	0	0	0	nan	nan	nan	nan	nan	0	0	0	0	0	0	nan	nan	nan	0	0	0	0	nan	nan	nan	nan	nan	0
010100000010100000001011000011001000	001011000001001000010100000000110100	-10000	-1.11022e-16	nan	nan	nan	nan	nan	nan	-10000	-10000	-10000	0	nan	nan	nan	nan	nan	-10000	-10000	-10000	0	nan	-10000	nan	nan	nan	-10000	-10000	-10000	0	nan	nan	nan	nan	nan	-10000
010100000010100010001011000011001000	001011000001001000010100000000110100	10000	10000	nan	nan	nan	nan	nan	nan	10000	10000	0	-10000	nan	nan	nan	nan	nan	10000	10000	nan	10000	nan	10000	nan	nan	nan	10000	0	0	-10000	nan	nan	nan	nan	nan	10000
010100000010100010001011000011001000	001011000001001000010100100000110100	-10000	-10000	nan	nan	nan	nan	nan	nan	-10000	-10000	-10000	nan	nan	nan	nan	nan	nan	-10000	-10000	nan	-10000	nan	-10000	nan	nan	nan	-10000	-10000	-10000	-10000	nan	nan	nan	nan	nan	-10000
010100000010100010001011000011001010	001011000001001000010100100000110100	0	nan	nan	nan	nan	nan	nan	nan	0	0	0	nan	nan	nan	nan	nan	nan	0	0	nan	0	nan	0	nan	nan	nan	0	0	0	-10000	nan	nan	nan	nan	nan	0
010100000010100010001011000011001010	001011100001001000010100100000110100	-10000	nan	nan	nan	nan	nan	nan	nan	-10000	-10000	-10000	nan	nan	nan	nan	nan	nan	-10000	-10000	nan	-10000	nan	-10000	nan	nan	nan	-10000	-10000	-10000	nan	nan	nan	nan	nan	nan	-10000
010100010010100010001011000011001010	001011100001001000010100100000110100	10000	nan	nan	nan	nan	nan	nan	nan	10000	10000	0	nan	nan	nan	nan	nan	nan	10000	10000	nan	-10000	nan	10000	nan	nan	nan	10000	10000	nan	nan	nan	nan	nan	nan	nan	10000
000000000000000000000000000000000000	000000000000000000000000000000000000	-2.22045e-16	-2.22045e-16	0	-1.2	0	-1.2	-1.2	-2.22045e-16	5.55112e-16	-2.4	-5.55112e-16	-2.22045e-16	1.2	1.2	1.2	-2.22045e-16	-5.55112e-16	-1.2	-2.4	-5.55112e-16	-2.22045e-16	1.2	1.2	1.2	-2.22045e-16	1.2	-2.4	5.55112e-16	-2.22045e-16	-1.2	-1.2	1.2	-1.2	-2.22045e-16	-2.22045e-16	-2.22045e-16
000000000000000000000000000000100000	000000000000000000000000000000000000	2.4	2.4	1.2	0	0	nan	1.2	1.2	3.6	2.4	1.2	0	1.2	0	0	0	1.2	3.6	3.6	1.2	1.2	0	0	0	1.2	2.4	1.6	2.4	2.4	0	0	0	0	2.4	1.2	2.4
000000000000000000000000000000100000	000000000000000100000000000000000000	0	0	0	0	0	nan	0	0	0	0	0	0	0	0	1.2	0	0	0	0	0	nan	0	1.2	0	1.2	0	0	0	0	-3.33067e-16	1.2	0	0	0	1.2	0
000000000000001000000000000000100000	000000000000000100000000000000000000	2.4	3.6	1.2	0	1.2	nan	1.2	3.6	10000	10000	1.2	1.2	1.2	0	1.2	2.4	10000	10000	10000	1.6	nan	nan	1.2	3.6	10000	10000	10000	2.4	10000	1.2	0	0	1.2	10000	10000	10000
000000000000001000000000000000100000	000000000001000100000000000000000000	0	0	2.22045e-16	10000	10000	nan	0	0	0	0	0	1.2	10000	1.6	0	1.2	1.2	0	0	0	nan	nan	0	1.2	nan	0	0	0	0	0	2.4	1.2	0	1.2	0	0
000000100000001000000000000000100000	000000000001000100000000000000000000	10000	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000	10000	0	10000	10000	10000	10000	10000	10000	nan	nan	10000	10000	nan	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000
000000100000001000000000000000100000	000000000001000100000010000000000000	0	0	0	0	0	nan	0	0	0	0	0	0	0	nan	0	0	0	-1.2	0	-1.2	nan	nan	0	0	nan	0	0	0	0	nan	0	0	0	0	0	0
000000100000001000000000000000101000	000000000001000100000010000000000000	10000	10000	10000	nan	0	nan	10000	10000	10000	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000	nan	nan	10000	10000	nan	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000
000000100000001000000000000000101000	000000000001000100000011000000000000	-10000	-10000	-10000	nan	10000	nan	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	0	-10000	-10000	-10000	-10000	-10000	nan	nan	-10000	-10000	nan	-10000	-10000	0	-10000	nan	-10000	-10000	-10000	-10000	-10000	-10000
000000100000001000000100000000101000	000000000001000100000011000000000000	10000	10000	0	nan	0	nan	0	10000	10000	10000	0	0	nan	nan	nan	10000	10000	10000	10000	10000	nan	nan	10000	10000	nan	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000
000000100000001000000100000000101000	000000000001000100000011000000010000	-10000	-10000	-10000	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	nan	-10000	-10000	-10000	-10000	-10000	nan	nan	-10000	-10000	nan	-10000	-10000	-10000	0	nan	-10000	-10000	-10000	-10000	-10000	-10000
000010100000001000000100000000101000	000000000001000100000011000000010000	9.99201e-16	0	0	nan	nan	nan	0	2.22045e-16	0	9.99201e-16	-10000	-10000	nan	nan	nan	3.33067e-16	0	0	1.11022e-16	0	nan	nan	0	0	nan	0	0	0	-10000	nan	0	nan	0	0	0	0
000000000000000000000000000000000000	000000000000000000000000000000000000	-2.22045e-16	-2.22045e-16	0	-1.2	0	-1.2	-1.2	-2.22045e-16	5.55112e-16	-2.4	-5.55112e-16	-2.22045e-16	1.2	1.2	1.2	-2.22045e-16	-5.55112e-16	-1.2	-2.4	-5.55112e-16	-2.22045e-16	1.2	1.2	1.2	-2.22045e-16	1.2	-2.4	5.55112e-16	-2.22045e-16	-1.2	-1.2	1.2	-1.2	-2.22045e-16	-2.22045e-16	-2.22045e-16
000000000000000000000100000000000000	000000000000000000000000000000000000	2.4	1.2	1.2	1.2	0	1.2	1.2	2.4	5.2	2.4	1.2	1.2	1.2	1.2	nan	2.4	1.2	2.4	2.4	3.2	1.2	1.2	1.11022e-16	1.2	1.2	0	10000	2.4	2.4	1.2	0	0	1.2	1.2	2.4	1.2
000000000000000000000100000000000000	000000000000000000000000000000010000	0	0	0	1.11022e-16	nan	0	0	0	0	0	0	0	0	0	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.44089e-16	0	0	0	0	0	0	0
000000000000000000000110000000000000	000000000000000000000000000000010000	10000	10000	1.2	10000	nan	10000	10000	10000	10000	10000	10000	10000	0	nan	nan	2.4	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
000000000000000000000110000000000000	000000000000000100000000000000010000	-10000	0	0	-6.66134e-16	nan	0	0	0	0	-10000	0	-10000	10000	nan	nan	10000	1.2	-10000	-10000	0	nan	0	0	0	0	0	-10000	0	0	0	0	0	0	0	-10000	0
000000000000001000000110000000000000	000000000000000100000000000000010000	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000	10000	0	nan	nan	0	10000	10000	10000	10000	nan	nan	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
000000000000001000000110000000000000	000000100000000100000000000000010000	-10000	0	0	0	nan	0	-10000	-10000	-10000	-10000	-10000	0	10000	nan	nan	10000	0	-10000	-10000	-6.66134e-16	nan	nan	0	0	0	-10000	-10000	-10000	0	nan	-10000	0	-10000	-10000	-10000	-10000
000000000001001000000110000000000000	000000100000000100000000000000010000	10000	10000	-10000	10000	nan	10000	10000	10000	10000	10000	10000	0	0	nan	nan	10000	10000	10000	10000	10000	nan	nan	10000	10000	nan	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000
000000000001001000000110000000000000	000000100000100100000000000000010000	-10000	0	0	0	nan	1.2	0	-10000	0	-10000	-10000	-7.77156e-16	10000	nan	nan	10000	0	0	-10000	-10000	nan	nan	-10000	nan	nan	-10000	-10000	-10000	1.2	nan	-10000	0	-10000	-10000	-10000	-10000
000000000001001000000111000000000000	000000100000100100000000000000010000	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000	10000	nan	nan	nan	10000	10000	10000	10000	10000	nan	nan	10000	nan	nan	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000
000000000001001000000111000000000000	000000100000100100000000100000010000	-10000	-10000	10000	-10000	nan	-10000	-10000	-10000	-10000	-10000	-10000	nan	nan	nan	nan	10000	-10000	-10000	-10000	-10000	nan	nan	-10000	nan	nan	-10000	-10000	-10000	-10000	nan	-10000	-10000	-10000	-10000	-10000	-10000
000000000000000000000000000000000000	000000000000000000000000000000000000	-2.22045e-16	-2.22045e-16	0	-1.2	0	-1.2	-1.2	-2.22045e-16	5.55112e-16	-2.4	-5.55112e-16	-2.22045e-16	1.2	1.2	1.2	-2.22045e-16	-5.55112e-16	-1.2	-2.4	-5.55112e-16	-2.22045e-16	1.2	1.2	1.2	-2.22045e-16	1.2	-2.4	5.55112e-16	-2.22045e-16	-1.2	-1.2	1.2	-1.2	-2.22045e-16	-2.22045e-16	-2.22045e-16
000000000000000000000010000000000000	000000000000000000000000000000000000	2.4	2.4	1.2	1.2	1.2	1.2	1.2	2.4	2.4	2.4	3.6	1.2	0	nan	0	1.2	3.6	2.4	2.4	1.2	1.2	1.11022e-16	0	1.2	1.2	2.4	10000	2.4	2.4	1.2	0	0	0	1.2	1.6	2.4
000000000000000000000010000000000000	000000000001000000000000000000000000	0	0	0	0	0	0	7.77156e-16	-6.66134e-16	0	0	0	1.2	1.2	nan	0	0	0	0	0	0	0	1.2	2.4	0	nan	0	0	0	0	0	0	0	0	0	0	0
000000000000000000000010100000000000	000000000001000000000000000000000000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	nan	8.88178e-16	nan	1.2	10000	10000	10000	10000	10000	10000	10000	10000	10000	nan	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
000000000000000000000010100000000000	000000000001100000000000000000000000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-2.55351e-15	0	nan	10000	nan	0	0	-10000	-10000	-10000	-10000	-10000	-10000	8.88178e-16	nan	nan	0	0	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000	-10000
000000000000000000000011100000000000	000000000001100000000000000000000000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	nan	nan	nan	10000	10000	10000	10000	10000	10000	10000	10000	10000	nan	nan	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
000000000000000000000011100000000000	000000000001100000000000010000000000	-1.2	0	0	10000	0	0	0	0	0	-1.2	nan	nan	nan	nan	10000	0	0	0	0	-1.2	0	0	0	nan	nan	-7.77156e-16	0	0	0	10000	10000	10000	0	0	0	0
