2	0	4	4	21	5781
3	1	3	5	5	3333
2	0	5	6	15	11442
3	1	2	7	4	3653
2	0	4	8	6	226
3	1	1	9	2	1514
3	0	1	0	13	1395
2	1	1	1	12	1343
3	0	1	2	14	1286
2	1	5	3	2	4266
3	0	4	4	22	1853
2	1	1	5	4	6147
3	0	1	6	3	1931
2	1	4	7	20	4857
3	0	4	8	28	1705
2	1	5	9	23	1861
3	0	1	10	21	3789
2	1	4	11	29	7158
3	0	1	12	11	2613
2	1	3	13	30	15142
3	0	4	14	31	3844
2	1	2	15	10	6265
3	0	3	16	1	1780
2	0	3	0	13	1363
3	1	1	1	12	2419
2	0	5	2	21	1651
3	1	3	3	5	1889
2	0	3	4	4	3961
3	1	1	5	11	5800
2	0	5	6	31	3192
3	1	4	7	22	951
2	0	3	8	23	4286
3	1	4	9	2	4245
2	0	5	10	32	1716
3	1	2	11	10	6811
2	0	4	12	9	2643
3	1	4	13	3	6346
2	0	5	14	29	8340
3	1	1	15	30	4024
2	0	5	16	18	23571
3	1	1	17	0	3883
2	0	4	18	20	2610
3	1	5	19	1	1951
3	0	4	0	13	2251
2	1	4	1	12	1170
3	0	4	2	14	1900
2	1	5	3	15	1966
3	0	5	4	3	3308
2	1	3	5	23	1652
3	0	3	6	5	1713
2	1	2	7	7	4703
3	0	4	8	31	2058
2	1	5	9	22	2784
3	0	3	10	32	1960
2	1	3	11	33	10592
3	0	4	12	4	3776
2	0	2	0	13	1616
3	1	4	1	14	18404
2	0	4	2	22	2454
3	1	3	3	4	4260
2	0	4	4	23	7115
3	1	3	5	24	3019
2	0	1	6	34	1709
3	1	1	7	15	6806
2	0	5	8	33	262
3	1	1	9	32	1130
2	0	4	10	3	1810
3	0	3	0	13	2273
2	1	5	1	14	2268
3	0	1	2	15	2388
2	1	1	3	5	4984
3	0	3	4	23	6021
2	1	1	5	4	5937
3	0	1	6	31	3062
2	1	4	7	7	4526
3	0	1	8	3	2035
2	1	4	9	6	1200
2	0	1	0	13	1869
3	1	5	1	14	43
2	0	2	2	12	2155
3	1	4	3	11	1672
2	0	3	4	22	2336
3	1	1	5	31	1192
2	0	3	6	5	1978
3	1	3	7	4	2381
2	0	5	8	29	6151
3	1	3	9	21	1786
2	0	2	10	1	2600
3	1	5	11	2	7667
2	0	3	12	3	13336
3	1	5	13	30	4564
2	0	1	14	33	5290
3	1	2	15	23	3392
2	0	2	16	32	36214
3	1	2	17	7	5884
2	0	3	18	34	4378
3	1	2	19	35	1594
2	0	2	20	16	8574
3	1	2	21	15	1904
3	0	1	0	13	1367
2	1	4	1	14	2864
3	0	2	2	12	1926
2	1	3	3	22	3926
3	0	4	4	5	2471
2	1	2	5	21	9807
3	0	5	6	6	5031
2	1	3	7	23	3231
3	0	2	8	24	4209
2	1	5	9	15	3930
3	0	4	10	20	2396
2	1	4	11	7	10026
3	0	2	12	4	1012
2	1	1	13	31	8282
2	0	2	0	13	1925
3	1	5	1	12	893
2	0	2	2	3	1346
3	1	3	3	14	649
2	0	1	4	23	3404
3	1	1	5	33	1572
2	0	2	6	5	2579
3	1	3	7	4	3096
2	0	3	8	21	4172
3	1	4	9	29	1542
2	0	1	10	20	7229
3	1	5	11	22	2675
2	0	5	12	31	19701
3	1	2	13	32	2780
2	0	5	14	2	2592
3	1	2	15	30	5422
2	0	2	16	6	4883
3	1	2	17	27	10398
2	0	2	18	28	2088
3	1	1	19	35	2208
2	0	3	20	34	2262
3	1	1	21	24	3825
2	0	2	22	7	11045
3	1	4	23	8	1641
2	0	1	24	15	1531
3	0	4	0	13	1870
2	1	1	1	12	1748
3	0	2	2	14	431
2	1	1	3	4	2694
3	0	2	4	19	1349
2	1	3	5	2	4684
3	0	4	6	22	3244
2	1	4	7	20	2562
3	0	4	8	28	1971
2	1	3	9	10	2337
3	0	3	10	0	2521
2	1	4	11	9	2862
3	0	3	12	11	1566
2	1	5	13	1	1947
3	0	5	14	3	5012
2	1	4	15	27	2072
3	0	5	16	29	4463
2	1	3	17	5	25305
3	0	2	18	30	8488
2	1	3	19	31	1769
3	0	2	20	6	1471
2	0	1	0	22	1326
3	1	1	1	13	869
2	0	5	2	12	1533
3	1	3	3	5	4121
2	0	5	4	21	1597
3	1	2	5	32	4938
2	0	5	6	23	8768
3	1	4	7	24	2453
2	0	2	8	20	1441
3	0	5	0	13	1647
2	1	1	1	12	1867
3	0	1	2	5	3478
2	1	4	3	21	1750
3	0	5	4	3	1748
2	1	1	5	23	3032
3	0	4	6	22	4235
2	1	1	7	4	3028
3	0	4	8	20	5509
2	1	1	9	11	12685
3	0	4	10	10	4556
2	1	1	11	1	2349
3	0	3	12	31	2893
2	1	1	13	14	23576
3	0	1	14	30	6344
2	1	1	15	0	3587
3	0	5	16	2	2606
2	1	2	17	34	12292
3	0	1	18	8	8961
2	1	5	19	24	1666
2	0	5	0	13	1733
3	1	5	1	22	969
2	0	3	2	21	4410
3	1	3	3	5	1508
2	0	4	4	3	2179
3	1	1	5	2	5103
2	0	4	6	23	1720
3	1	3	7	33	2001
2	0	3	8	14	2465
3	1	4	9	12	2625
2	0	3	10	32	1781
3	1	2	11	4	5954
2	0	2	12	20	12028
3	1	5	13	15	1699
2	0	4	14	19	3104
3	1	1	15	18	2053
2	0	1	16	31	7909
3	1	5	17	30	3263
2	0	1	18	11	3187
3	1	4	19	6	5624
2	0	1	20	1	2164
3	0	4	0	14	1017
2	1	3	1	13	1010
3	0	4	2	0	792
2	1	1	3	3	2643
3	0	1	4	23	1203
2	1	2	5	5	1617
3	0	2	6	4	1384
2	1	1	7	21	1916
3	0	2	8	30	1129
2	1	5	9	29	1220
2	0	3	0	13	2272
3	1	4	1	8	76
2	0	1	2	3	1663
3	1	3	3	23	990
2	0	3	4	5	1432
3	1	5	5	21	1176
2	0	4	6	12	2088
3	1	1	7	4	3466
2	0	4	8	14	1817
3	1	1	9	2	2357
2	0	2	10	11	1950
3	0	2	0	13	1483
2	1	2	1	12	1128
3	0	4	2	22	757
2	1	4	3	4	1791
3	0	5	4	14	2172
2	1	4	5	15	5612
3	0	2	6	21	2639
2	1	5	7	20	2190
3	0	3	8	28	2413
2	1	2	9	3	8674
3	0	5	10	23	3113
2	1	3	11	5	2639
3	0	5	12	6	1455
2	1	2	13	2	1546
2	0	3	0	13	1655
3	1	2	1	12	5363
2	0	2	2	5	1420
3	1	1	3	4	3976
2	0	4	4	3	1466
3	1	3	5	20	3480
2	0	4	6	28	1822
3	1	1	7	14	3688
2	0	1	8	29	6944
3	1	1	9	30	4075
2	0	5	10	21	1372
3	0	2	0	14	680
2	1	1	1	13	1410
3	0	2	2	4	3635
2	1	5	3	5	1226
3	0	5	4	21	1225
2	1	3	5	3	2799
3	0	1	6	24	4004
2	1	3	7	34	1714
3	0	2	8	23	3976
2	1	1	9	22	1584
3	0	1	10	31	6072
2	1	2	11	15	2230
3	0	1	12	26	3763
2	1	1	13	25	1595
3	0	5	14	16	12902
2	1	3	15	35	1216
2	0	3	0	13	1529
3	1	5	1	12	709
2	0	4	2	5	1507
3	1	2	3	21	2477
2	0	3	4	3	784
3	1	4	5	22	2027
2	0	5	6	32	5595
3	1	3	7	23	116
2	0	1	8	20	15720
3	1	5	9	24	781
3	0	4	0	13	1011
2	1	3	1	12	9182
3	0	5	2	14	1537
2	1	4	3	15	2358
3	0	3	4	6	4315
2	1	1	5	22	2434
3	0	5	6	32	4978
2	1	5	7	23	4203
3	0	3	8	21	4346
2	1	2	9	24	7768
3	0	5	10	25	1909
2	1	1	11	5	5260
3	0	5	12	31	9348
2	1	3	13	30	5886
3	0	3	14	33	3693
2	1	5	15	34	1695
3	0	5	16	27	16461
2	1	4	17	2	10490
3	0	3	18	18	3176
2	1	2	19	3	4242
3	0	1	20	4	697
2	1	5	21	9	4315
3	0	4	22	0	1815
2	1	4	23	10	5304
3	0	5	24	11	1153
2	1	4	25	1	3507
3	0	1	26	19	1080
2	1	4	27	20	6935
3	0	5	28	8	7635
2	1	2	29	7	27437
3	0	3	30	17	3479
2	1	5	31	26	1652
3	0	5	32	16	2744
2	1	4	33	35	1603
3	0	4	34	28	2655
2	1	5	35	29	2005
2	0	5	0	13	1548
3	1	2	1	12	1485
2	0	1	2	3	1988
3	1	3	3	23	2606
2	0	1	4	5	1977
3	1	4	5	4	2467
2	0	4	6	21	2994
3	1	5	7	29	1674
2	0	4	8	20	3709
3	1	4	9	22	1474
2	0	5	10	19	3669
3	1	4	11	18	1174
2	0	4	12	14	6829
3	1	2	13	2	3078
2	0	1	14	32	1944
3	1	4	15	15	4415
2	0	4	16	31	8922
3	1	4	17	30	1683
2	0	2	18	11	4800
3	1	3	19	1	2862
2	0	3	20	33	10907
3	1	3	21	34	5943
2	0	4	22	24	3295
3	1	5	23	35	12327
2	0	2	24	16	1963
3	1	3	25	8	1522
2	0	5	26	28	23476
3	1	1	27	27	1274
2	0	3	28	0	1818
3	1	5	29	10	1259
2	0	3	30	25	20092
3	1	5	31	26	3044
2	0	5	32	17	1700
3	1	5	33	7	7245
2	0	4	34	6	1437
3	1	4	35	9	737
3	0	4	0	13	715
2	1	4	1	12	2992
3	0	2	2	5	4012
2	1	4	3	4	1909
3	0	2	4	20	2177
2	1	3	5	22	4036
3	0	1	6	21	4473
2	1	5	7	2	2049
3	0	2	8	32	1295
2	1	3	9	23	4454
3	0	2	10	29	636
2	0	5	0	13	1455
3	1	5	1	12	942
2	0	3	2	3	1279
3	1	3	3	23	1801
2	0	4	4	5	1731
3	1	4	5	4	1065
2	0	3	6	21	1878
3	1	5	7	30	1221
2	0	4	8	29	1305
3	0	3	0	13	958
2	1	5	1	3	1506
3	0	2	2	5	2954
2	1	3	3	21	1301
3	0	1	4	4	4022
2	1	5	5	22	3851
3	0	2	6	23	4295
2	1	2	7	12	1343
3	0	4	8	30	1459
2	1	1	9	32	2987
3	0	4	10	2	1256
2	1	2	11	20	5933
3	0	5	12	19	1367
2	1	1	13	33	3754
3	0	2	14	31	1741
2	1	4	15	15	21575
3	0	5	16	7	5060
2	1	2	17	6	2413
3	0	3	18	28	3021
2	1	3	19	24	1585
2	0	3	0	13	1337
3	1	2	1	14	803
2	0	5	2	4	2122
3	1	2	3	22	2472
2	0	2	4	5	2123
3	1	2	5	6	2236
2	0	2	6	30	2112
3	1	3	7	33	5619
2	0	3	8	29	8916
3	1	3	9	31	6119
2	0	2	10	15	8553
3	1	2	11	27	7043
2	0	4	12	25	2436
3	1	3	13	35	2287
2	0	3	14	34	4654
3	1	5	15	8	14766
2	0	2	16	7	2245
3	1	1	17	17	4889
2	0	1	18	16	1900
3	0	5	0	21	580
2	1	2	1	13	1746
3	0	5	2	29	1779
2	1	4	3	3	2023
3	0	1	4	23	1774
2	1	3	5	22	2186
3	0	2	6	5	8444
2	1	1	7	4	2559
3	0	4	8	2	1746
2	1	3	9	31	1644
2	0	1	0	13	1352
3	1	4	1	22	1089
2	0	5	2	3	1951
3	1	4	3	23	2502
2	0	5	4	21	2112
3	1	5	5	5	2164
2	0	2	6	14	2752
3	1	5	7	12	2730
2	0	2	8	15	5567
3	1	1	9	16	1753
2	0	3	10	24	2318
3	1	1	11	4	3252
2	0	5	12	6	3580
3	1	1	13	33	1395
2	0	2	14	30	14286
3	1	5	15	32	3407
2	0	2	16	2	5966
3	1	5	17	0	6321
2	0	5	18	11	2999
3	1	2	19	19	1603
2	0	5	20	28	2070
3	1	1	21	29	1373
2	0	4	22	1	8653
3	1	2	23	31	1082
2	0	4	24	34	2327
3	1	1	25	7	6853
2	0	1	26	8	27645
3	1	2	27	17	10893
3	0	1	0	13	1671
2	1	1	1	12	1667
3	0	4	2	4	2452
2	1	3	3	2	2114
3	0	4	4	22	2532
2	1	2	5	31	1249
3	0	3	6	21	4798
2	1	3	7	23	4946
3	0	5	8	15	4914
2	1	4	9	14	2162
3	0	3	10	5	4059
2	1	2	11	6	5771
3	0	3	12	29	6265
2	0	1	0	13	1499
3	1	4	1	12	12450
2	0	4	2	3	1573
3	1	5	3	23	1402
2	0	5	4	5	1519
3	1	1	5	4	4543
2	0	4	6	21	3651
3	1	5	7	20	1606
2	0	1	8	29	1459
3	0	3	0	13	1055
2	1	3	1	12	1873
3	0	4	2	4	5003
2	1	4	3	22	1868
3	0	4	4	2	3417
2	1	3	5	3	3652
3	0	2	6	21	2203
2	1	4	7	11	2260
3	0	4	8	5	4895
2	1	2	9	29	1533
3	0	2	10	10	1830
2	1	2	11	30	11933
3	0	1	12	31	1924
2	1	2	13	27	2154
3	0	3	14	28	1527
2	1	1	15	19	2934
2	0	5	0	13	4744
3	1	2	1	5	5594
2	0	1	2	3	2217
3	1	3	3	22	1141
2	0	3	4	23	1590
3	1	3	5	33	943
2	0	5	6	14	2247
3	1	2	7	12	2747
2	0	1	8	15	2980
3	1	2	9	16	1959
2	0	5	10	4	2227
3	1	1	11	31	4668
2	0	3	12	24	5066
3	1	3	13	34	2757
2	0	2	14	32	1416
3	1	3	15	2	7928
2	0	3	16	25	10936
3	1	1	17	26	1805
2	0	5	18	21	20453
3	1	2	19	28	11883
2	0	2	20	19	1788
3	1	3	21	20	3353
2	0	2	22	11	3421
3	1	3	23	30	4552
2	0	3	24	29	8881
3	1	3	25	1	4780
2	0	4	26	27	9585
4	0	1	0	0	12245
5	1	2	1	13	5034
4	0	4	2	30	15416
5	1	2	3	29	19348
4	0	5	4	21	8966
5	1	2	5	12	36629
4	0	3	6	5	7541
5	1	2	7	11	12645
4	0	4	8	10	2134
5	1	4	9	14	1133
4	0	5	0	12	3413
5	1	3	1	30	20396
4	0	3	2	14	1797
5	1	5	3	11	38710
4	0	3	4	28	4096
5	1	4	5	4	49629
4	0	1	6	13	7994
5	1	3	7	15	2440
4	0	1	8	32	16518
5	1	2	9	5	8794
4	0	1	10	2	8396
5	1	5	11	22	6779
4	0	4	12	35	12155
5	1	3	13	6	16567
4	0	2	14	7	13535
5	1	5	15	3	1814
4	0	3	0	21	3862
5	1	1	1	5	10298
4	0	3	2	23	11781
5	1	4	3	22	18432
4	0	4	4	13	8890
5	1	5	5	6	37682
4	0	5	6	3	28360
5	1	4	7	33	1744
4	0	5	8	4	13581
5	1	4	9	12	35906
4	0	1	10	15	18154
5	1	2	11	14	8479
4	0	3	12	7	8844
5	1	4	13	30	5288
5	0	5	0	11	2907
4	1	2	1	4	5025
5	0	5	2	12	9016
4	1	4	3	13	5890
5	0	5	4	22	1220
4	1	1	5	2	3435
5	0	3	6	10	13170
4	1	2	7	9	3654
5	0	1	8	21	8129
4	1	3	9	3	12714
5	0	5	10	5	1691
4	1	5	11	1	3083
4	0	5	0	12	6707
5	1	3	1	24	9816
4	0	4	2	14	10406
5	1	4	3	15	17157
4	0	2	4	11	14621
5	1	1	5	13	8224
4	0	1	6	10	2792
5	1	4	7	9	2120
4	0	3	8	33	16301
5	1	3	9	22	28761
4	0	2	10	23	15107
5	1	5	11	4	38455
4	0	2	12	31	7679
5	1	5	13	32	13560
4	0	1	14	21	18328
5	1	4	15	1	2854
4	0	5	16	3	16289
5	1	4	17	30	2856
4	0	4	18	19	8531
5	1	4	19	27	1507
4	0	4	20	29	21858
5	1	3	21	18	42304
4	0	5	22	0	7173
5	1	1	23	16	32835
4	0	3	24	8	7769
5	1	1	25	25	22876
4	0	4	26	20	27931
5	1	2	27	2	2366
4	0	1	28	5	10294
5	1	4	29	7	22598
4	0	2	30	34	4201
5	1	1	31	35	2876
5	0	2	0	12	23932
4	1	1	1	23	5927
5	0	5	2	13	27774
4	1	5	3	14	28759
5	0	2	4	5	2155
4	1	2	5	10	11633
5	0	1	6	4	10372
4	1	3	7	31	8711
5	0	1	8	6	4106
4	1	4	9	7	9271
5	0	1	10	3	2178
4	0	2	0	12	2000
5	1	5	1	22	6664
4	0	5	2	13	4893
5	1	3	3	14	4793
4	0	2	4	6	2327
5	1	3	5	23	4769
4	0	4	6	24	19380
5	1	3	7	33	62450
4	0	1	8	21	19606
5	1	4	9	32	11526
4	0	1	10	5	6200
5	1	1	11	29	2117
4	0	4	12	30	16428
5	1	1	13	3	9307
4	0	5	14	7	15412
5	1	1	15	4	9558
4	0	3	16	8	2266
5	0	3	0	11	5857
4	1	2	1	23	2421
5	0	2	2	13	32933
4	1	5	3	14	13320
5	0	1	4	22	45351
4	1	5	5	5	21370
5	0	4	6	32	1760
4	1	3	7	4	19943
5	0	5	8	12	3434
4	1	4	9	2	2809
5	0	2	10	10	2586
4	0	2	0	12	913
5	1	3	1	13	4974
4	0	5	2	21	6290
5	1	4	3	3	7627
4	0	5	4	23	2525
5	1	1	5	22	6399
4	0	1	6	31	1759
5	1	5	7	4	23215
4	0	4	8	5	17516
5	1	2	9	14	27112
4	0	3	10	16	21097
5	1	2	11	1	74048
4	0	4	12	2	10132
5	1	2	13	30	7569
4	0	3	14	6	1892
5	1	5	15	7	22938
4	0	4	16	34	24126
5	1	1	17	19	47114
4	0	1	18	33	7528
5	1	2	19	32	4738
4	0	3	20	24	12014
5	1	1	21	15	4568
4	0	2	22	26	8044
5	1	4	23	25	1554
4	0	4	24	10	11896
5	1	1	25	27	20864
4	0	2	26	11	11714
5	1	3	27	9	1566
4	0	5	28	17	26115
5	1	3	29	29	34337
