1.924522866666666499e+00 1.858271666666666544e+00 1.811514199999999741e+00 1.738795866666666745e+00 1.731766533333333191e+00
2.044067466666666277e+00 1.993472733333333302e+00 1.952344666666665951e+00 1.887810533333333263e+00 1.874313466666666983e+00
1.957886193333333136e+00 1.896207466666666619e+00 1.860415600000000280e+00 1.779572599999999616e+00 1.761151933333333863e+00
1.948259413333333523e+00 1.917902533333333492e+00 1.857063866666666341e+00 1.790913533333333474e+00 1.777855466666666384e+00
1.950723333333333143e+00 1.894973999999999936e+00 1.850724000000000480e+00 1.787676399999999610e+00 1.792484933333333474e+00
1.938362453333333679e+00 1.864523333333333754e+00 1.820164000000000337e+00 1.752846133333333389e+00 1.743524400000000307e+00
2.164683933333333421e+00 2.124190066666666432e+00 2.089899266666666922e+00 2.012751199999999852e+00 2.003050333333333821e+00
2.008080733333333256e+00 1.949827066666666608e+00 1.911042400000000363e+00 1.845584066666666523e+00 1.838065266666666586e+00
1.989321726666666512e+00 1.940379933333333362e+00 1.913414933333333234e+00 1.850716400000000261e+00 1.837845066666666582e+00
1.935881600000000313e+00 1.881234666666667055e+00 1.829936933333333293e+00 1.771096133333333711e+00 1.749729066666666721e+00
1.940229819999999883e+00 1.879102933333333114e+00 1.827508533333332963e+00 1.763203666666666614e+00 1.755263399999999807e+00
1.948173279999999785e+00 1.929121800000000331e+00 1.891677333333333655e+00 1.849842133333333694e+00 1.840359066666666488e+00
1.951833866666666362e+00 1.890599266666666667e+00 1.869622533333333392e+00 1.792574000000000334e+00 1.782542800000000094e+00
1.918571706666666987e+00 1.849287133333333610e+00 1.808587199999999617e+00 1.743809000000000164e+00 1.727826866666666739e+00
1.921451239999999894e+00 1.851269533333333550e+00 1.806774466666666523e+00 1.738303666666666691e+00 1.733718533333332923e+00
1.908748820000000013e+00 1.838114599999999710e+00 1.796452999999999856e+00 1.731193799999999783e+00 1.712460799999999894e+00
1.906719846666666829e+00 1.832663666666666691e+00 1.787874066666666817e+00 1.730196066666666921e+00 1.717718666666666838e+00
1.921413826666666491e+00 1.858651066666666907e+00 1.805009000000000308e+00 1.742713933333333021e+00 1.742087933333333449e+00
1.928774126666667144e+00 1.847889399999999460e+00 1.804242266666666206e+00 1.745019066666666729e+00 1.729709600000000069e+00
1.924924766666666898e+00 1.854178266666666852e+00 1.812705133333333496e+00 1.748089533333333501e+00 1.737699466666666526e+00
1.924171306666666137e+00 1.851418466666666207e+00 1.807627999999999568e+00 1.739508200000000171e+00 1.731929199999999947e+00
1.911257966666666253e+00 1.861159400000000463e+00 1.813692799999999883e+00 1.744555799999999879e+00 1.734617800000000321e+00
2.755952277777778292e+00 2.758425277777776685e+00 2.734423333333333872e+00 2.714574555555556046e+00 2.722313222222222162e+00
